dataset,arm,scale,model_scale,prompt,cum_regret@0_mean,cum_regret@0_std,cum_regret@1_mean,cum_regret@1_std,cum_regret@2_mean,cum_regret@2_std,cum_regret@3_mean,cum_regret@3_std,cum_regret@4_mean,cum_regret@4_std,cum_regret@5_mean,cum_regret@5_std,cum_regret@6_mean,cum_regret@6_std,cum_regret@7_mean,cum_regret@7_std
farm,alphanumeric,high_scale,14B,summhist,100.0,70.71067811865476,166.66666666666666,62.36095644623236,233.33333333333337,84.98365855987974,300.0,108.01234497346434,383.3333333333333,164.9915822768611,466.6666666666667,201.38409955990952,550.0,216.02468994692867,683.3333333333334,192.93061504650376
farm,alphanumeric,high_scale,8B,actionhist,83.33333333333333,62.36095644623236,133.33333333333334,124.72191289246472,200.0,141.4213562373095,300.0,187.0828693386971,433.3333333333333,192.93061504650376,583.3333333333334,192.93061504650376,616.6666666666666,184.08935028645433,700.0,244.94897427831785
farm,alphanumeric,high_scale,8B,fullhist,83.33333333333333,62.36095644623236,150.0,70.71067811865476,250.0,0.0,250.0,0.0,250.0,0.0,250.0,0.0,250.0,0.0,250.0,0.0
farm,alphanumeric,high_scale,8B,pre-budget,116.66666666666669,23.570226039551585,116.66666666666669,23.570226039551585,250.0,0.0,250.0,0.0,250.0,0.0,250.0,0.0,250.0,0.0,250.0,0.0
farm,alphanumeric,high_scale,8B,summhist,66.66666666666667,47.14045207910317,150.0,40.824829046386306,233.33333333333337,62.36095644623236,283.3333333333333,124.72191289246472,383.3333333333333,124.72191289246472,466.6666666666667,131.23346456686352,550.0,147.19601443879745,583.3333333333334,192.93061504650376
farm,alphanumeric,low_scale,14B,actionhist,1.3333333333333333,0.2357022603955158,1.8333333333333333,0.8498365855987975,2.6666666666666665,1.0274023338281628,3.0,1.0801234497346437,3.8333333333333335,0.6236095644623235,4.833333333333333,0.8498365855987975,5.833333333333333,1.247219128924647,5.833333333333333,1.247219128924647
farm,alphanumeric,low_scale,14B,fullhist,1.0,0.7071067811865476,1.6666666666666667,0.6236095644623235,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0
farm,alphanumeric,low_scale,14B,pre-budget,1.0,0.7071067811865476,1.6666666666666667,0.6236095644623235,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0
farm,alphanumeric,low_scale,14B,summhist,1.5,0.0,2.0,0.7071067811865476,3.3333333333333335,0.8498365855987975,3.8333333333333335,0.9428090415820634,4.333333333333333,0.2357022603955158,5.0,0.408248290463863,5.666666666666667,0.6236095644623235,6.166666666666667,0.4714045207910317
farm,alphanumeric,low_scale,8B,actionhist,0.3333333333333333,0.4714045207910317,0.6666666666666666,0.4714045207910317,1.3333333333333333,0.4714045207910317,2.1666666666666665,1.0274023338281628,3.0,1.0801234497346437,3.8333333333333335,0.4714045207910317,4.5,0.816496580927726,5.666666666666667,1.0274023338281628
farm,alphanumeric,low_scale,8B,fullhist,0.8333333333333334,0.6236095644623235,1.5,0.7071067811865476,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0
farm,alphanumeric,low_scale,8B,pre-budget,1.1666666666666667,0.2357022603955158,1.5,0.7071067811865476,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0
farm,alphanumeric,low_scale,8B,summhist,1.3333333333333333,0.2357022603955158,2.5,0.0,3.6666666666666665,0.2357022603955158,4.5,0.816496580927726,5.5,0.408248290463863,6.0,0.408248290463863,6.5,0.408248290463863,7.666666666666667,0.6236095644623235
farm,sem_rel_helpful,high_neg_scale,14B,actionhist,0.0,0.0,83.33333333333333,47.14045207910317,150.0,70.71067811865476,150.0,70.71067811865476,200.0,0.0,200.0,0.0,216.66666666666663,23.570226039551585,216.66666666666663,23.570226039551585
farm,sem_rel_helpful,high_neg_scale,14B,fullhist,50.0,70.71067811865476,100.0,70.71067811865476,200.0,0.0,200.0,0.0,200.0,0.0,216.66666666666663,23.570226039551585,233.33333333333337,23.570226039551585,266.6666666666667,23.570226039551585
farm,sem_rel_helpful,high_neg_scale,14B,pre-budget,0.0,0.0,50.0,0.0,200.0,0.0,200.0,0.0,216.66666666666663,23.570226039551585,216.66666666666663,23.570226039551585,233.33333333333337,23.570226039551585,266.6666666666667,23.570226039551585
farm,sem_rel_helpful,high_neg_scale,14B,summhist,100.0,70.71067811865476,133.33333333333334,62.36095644623236,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0
farm,sem_rel_helpful,high_neg_scale,8B,actionhist,0.0,0.0,33.333333333333336,23.570226039551585,100.0,70.71067811865476,100.0,70.71067811865476,150.0,70.71067811865476,150.0,70.71067811865476,150.0,70.71067811865476,150.0,70.71067811865476
farm,sem_rel_helpful,high_neg_scale,8B,fullhist,0.0,0.0,50.0,0.0,200.0,0.0,200.0,0.0,233.33333333333337,23.570226039551585,250.0,0.0,283.3333333333333,23.570226039551585,283.3333333333333,23.570226039551585
farm,sem_rel_helpful,high_neg_scale,8B,pre-budget,0.0,0.0,50.0,0.0,200.0,0.0,200.0,0.0,216.66666666666663,23.570226039551585,233.33333333333337,23.570226039551585,250.0,0.0,266.6666666666667,23.570226039551585
farm,sem_rel_helpful,high_neg_scale,8B,summhist,0.0,0.0,83.33333333333333,47.14045207910317,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0
farm,sem_rel_helpful,high_scale,14B,actionhist,50.0,70.71067811865476,50.0,70.71067811865476,50.0,70.71067811865476,50.0,70.71067811865476,50.0,70.71067811865476,50.0,70.71067811865476,50.0,70.71067811865476,50.0,70.71067811865476
farm,sem_rel_helpful,high_scale,14B,fullhist,50.0,70.71067811865476,116.66666666666669,23.570226039551585,200.0,70.71067811865476,200.0,70.71067811865476,200.0,70.71067811865476,200.0,70.71067811865476,200.0,70.71067811865476,200.0,70.71067811865476
farm,sem_rel_helpful,high_scale,14B,pre-budget,0.0,0.0,100.0,0.0,200.0,70.71067811865476,200.0,70.71067811865476,200.0,70.71067811865476,200.0,70.71067811865476,200.0,70.71067811865476,200.0,70.71067811865476
farm,sem_rel_helpful,high_scale,14B,summhist,100.0,70.71067811865476,166.66666666666666,62.36095644623236,250.0,0.0,250.0,0.0,250.0,0.0,250.0,0.0,250.0,0.0,250.0,0.0
farm,sem_rel_helpful,high_scale,8B,actionhist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
farm,sem_rel_helpful,high_scale,8B,fullhist,0.0,0.0,66.66666666666667,47.14045207910317,116.66666666666669,102.74023338281626,116.66666666666669,102.74023338281626,116.66666666666669,102.74023338281626,150.0,108.01234497346434,150.0,108.01234497346434,150.0,108.01234497346434
farm,sem_rel_helpful,high_scale,8B,pre-budget,0.0,0.0,33.333333333333336,47.14045207910317,33.333333333333336,47.14045207910317,33.333333333333336,47.14045207910317,33.333333333333336,47.14045207910317,33.333333333333336,47.14045207910317,33.333333333333336,47.14045207910317,33.333333333333336,47.14045207910317
farm,sem_rel_helpful,high_scale,8B,summhist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
farm,sem_rel_helpful,low_scale,14B,actionhist,0.5,0.7071067811865476,1.0,1.4142135623730951,1.0,1.4142135623730951,1.0,1.4142135623730951,1.0,1.4142135623730951,1.5,1.224744871391589,1.8333333333333333,0.8498365855987975,1.8333333333333333,0.8498365855987975
farm,sem_rel_helpful,low_scale,14B,fullhist,0.5,0.7071067811865476,1.1666666666666667,0.2357022603955158,2.0,0.7071067811865476,2.0,0.7071067811865476,2.0,0.7071067811865476,2.0,0.7071067811865476,2.0,0.7071067811865476,2.0,0.7071067811865476
farm,sem_rel_helpful,low_scale,14B,pre-budget,0.0,0.0,1.1666666666666667,0.2357022603955158,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0
farm,sem_rel_helpful,low_scale,14B,summhist,0.5,0.7071067811865476,0.8333333333333334,0.6236095644623235,1.6666666666666667,1.1785113019775793,2.1666666666666665,0.4714045207910317,2.1666666666666665,0.4714045207910317,2.1666666666666665,0.4714045207910317,2.1666666666666665,0.4714045207910317,2.1666666666666665,0.4714045207910317
farm,sem_rel_helpful,low_scale,8B,actionhist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
farm,sem_rel_helpful,low_scale,8B,fullhist,0.0,0.0,1.0,0.0,2.0,0.7071067811865476,2.0,0.7071067811865476,2.0,0.7071067811865476,2.0,0.7071067811865476,2.0,0.7071067811865476,2.0,0.7071067811865476
farm,sem_rel_helpful,low_scale,8B,pre-budget,0.0,0.0,0.3333333333333333,0.4714045207910317,0.8333333333333334,1.178511301977579,0.8333333333333334,1.178511301977579,0.8333333333333334,1.178511301977579,1.1666666666666667,1.0274023338281628,1.1666666666666667,1.0274023338281628,1.5,0.7071067811865476
farm,sem_rel_helpful,low_scale,8B,summhist,0.0,0.0,0.0,0.0,0.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317
farm,sem_rel_mislead,high_neg_scale,14B,actionhist,150.0,0.0,166.66666666666666,23.570226039551585,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0
farm,sem_rel_mislead,high_neg_scale,14B,fullhist,150.0,0.0,183.33333333333337,23.570226039551585,200.0,0.0,200.0,0.0,233.33333333333337,23.570226039551585,333.3333333333333,94.28090415820634,350.0,70.71067811865476,366.6666666666667,84.98365855987974
farm,sem_rel_mislead,high_neg_scale,14B,pre-budget,150.0,0.0,183.33333333333337,23.570226039551585,200.0,0.0,200.0,0.0,216.66666666666663,23.570226039551585,283.3333333333333,84.98365855987974,333.3333333333333,94.28090415820634,366.6666666666667,84.98365855987974
farm,sem_rel_mislead,high_neg_scale,14B,summhist,100.0,70.71067811865476,133.33333333333334,62.36095644623236,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0
farm,sem_rel_mislead,high_neg_scale,8B,actionhist,150.0,0.0,216.66666666666663,62.36095644623236,250.0,70.71067811865476,266.6666666666667,94.28090415820634,283.3333333333333,117.85113019775793,283.3333333333333,117.85113019775793,300.0,141.4213562373095,350.0,212.1320343559643
farm,sem_rel_mislead,high_neg_scale,8B,fullhist,150.0,0.0,183.33333333333337,23.570226039551585,250.0,70.71067811865476,366.6666666666667,23.570226039551585,433.3333333333333,84.98365855987974,466.6666666666667,94.28090415820634,483.3333333333333,84.98365855987974,516.6666666666666,94.28090415820634
farm,sem_rel_mislead,high_neg_scale,8B,pre-budget,150.0,0.0,200.0,0.0,250.0,70.71067811865476,266.6666666666667,94.28090415820634,283.3333333333333,84.98365855987974,350.0,141.4213562373095,466.6666666666667,94.28090415820634,483.3333333333333,84.98365855987974
farm,sem_rel_mislead,high_neg_scale,8B,summhist,150.0,0.0,183.33333333333337,23.570226039551585,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0
farm,sem_rel_mislead,high_scale,14B,actionhist,150.0,0.0,300.0,0.0,433.3333333333333,23.570226039551585,566.6666666666666,47.14045207910317,700.0,70.71067811865476,833.3333333333334,94.28090415820634,966.6666666666666,117.85113019775793,1100.0,141.4213562373095
farm,sem_rel_mislead,high_scale,14B,fullhist,150.0,0.0,216.66666666666663,47.14045207910317,250.0,81.64965809277261,283.3333333333333,124.72191289246472,316.6666666666667,169.96731711975949,350.0,216.02468994692867,383.3333333333333,262.46692913372704,416.6666666666667,309.12061651652346
farm,sem_rel_mislead,high_scale,14B,pre-budget,150.0,0.0,233.33333333333337,62.36095644623236,316.6666666666667,94.28090415820634,366.6666666666667,164.99158227686107,416.6666666666667,235.70226039551585,466.6666666666667,306.41293851417055,516.6666666666666,377.12361663282536,566.6666666666666,447.8342947514801
farm,sem_rel_mislead,high_scale,14B,summhist,100.0,70.71067811865476,216.66666666666663,84.98365855987974,266.6666666666667,23.570226039551585,300.0,70.71067811865476,300.0,70.71067811865476,300.0,70.71067811865476,300.0,70.71067811865476,300.0,70.71067811865476
farm,sem_rel_mislead,high_scale,8B,actionhist,150.0,0.0,300.0,0.0,450.0,0.0,583.3333333333334,23.570226039551585,716.6666666666666,47.14045207910317,850.0,70.71067811865476,983.3333333333334,94.28090415820634,1116.6666666666667,117.85113019775793
farm,sem_rel_mislead,high_scale,8B,fullhist,150.0,0.0,233.33333333333337,62.36095644623236,366.6666666666667,84.98365855987974,450.0,147.19601443879745,516.6666666666666,192.93061504650376,600.0,254.95097567963924,666.6666666666666,300.92450142112983,733.3333333333334,347.21111093332763
farm,sem_rel_mislead,high_scale,8B,pre-budget,150.0,0.0,233.33333333333337,62.36095644623236,350.0,81.64965809277261,433.3333333333333,143.3720877840438,516.6666666666666,205.48046676563257,600.0,267.7063067368168,666.6666666666666,311.80478223116177,750.0,374.1657386773942
farm,sem_rel_mislead,high_scale,8B,summhist,150.0,0.0,300.0,0.0,450.0,0.0,600.0,0.0,750.0,0.0,900.0,0.0,1033.3333333333333,23.570226039551585,1166.6666666666667,47.14045207910317
farm,sem_rel_mislead,low_scale,14B,actionhist,1.5,0.0,2.8333333333333335,0.2357022603955158,3.6666666666666665,0.6236095644623235,4.5,1.224744871391589,5.333333333333333,1.8408935028645437,6.166666666666667,2.4608038433722337,7.0,3.082207001484488,7.833333333333333,3.704351795148811
farm,sem_rel_mislead,low_scale,14B,fullhist,1.0,0.7071067811865476,1.6666666666666667,0.6236095644623235,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0
farm,sem_rel_mislead,low_scale,14B,pre-budget,1.5,0.0,2.1666666666666665,0.4714045207910317,2.5,0.0,2.5,0.0,2.8333333333333335,0.4714045207910317,2.8333333333333335,0.4714045207910317,2.8333333333333335,0.4714045207910317,2.8333333333333335,0.4714045207910317
farm,sem_rel_mislead,low_scale,14B,summhist,1.0,0.7071067811865476,1.6666666666666667,0.6236095644623235,2.5,0.816496580927726,2.5,0.816496580927726,2.5,0.816496580927726,2.8333333333333335,0.4714045207910317,2.8333333333333335,0.4714045207910317,2.8333333333333335,0.4714045207910317
farm,sem_rel_mislead,low_scale,8B,actionhist,1.5,0.0,2.5,0.7071067811865476,3.5,1.4142135623730951,4.333333333333333,2.0138409955990957,5.166666666666667,2.6246692913372702,6.0,3.24037034920393,6.833333333333333,3.858612300930075,7.666666666666667,4.4783429475148
farm,sem_rel_mislead,low_scale,8B,fullhist,1.5,0.0,2.1666666666666665,0.4714045207910317,2.6666666666666665,1.0274023338281628,3.0,1.4719601443879744,3.3333333333333335,1.9293061504650375,3.6666666666666665,2.392116682401221,4.333333333333333,2.592724864350674,4.666666666666667,3.0641293851417055
farm,sem_rel_mislead,low_scale,8B,pre-budget,1.5,0.0,2.6666666666666665,0.2357022603955158,3.5,0.816496580927726,4.333333333333333,1.4337208778404378,5.166666666666667,2.0548046676563256,6.0,2.6770630673681683,6.666666666666667,3.1180478223116177,7.333333333333333,3.56682242650545
farm,sem_rel_mislead,low_scale,8B,summhist,1.5,0.0,2.3333333333333335,0.6236095644623235,3.1666666666666665,1.247219128924647,4.0,1.8708286933869709,4.833333333333333,2.494438257849294,5.666666666666667,3.1180478223116177,6.5,3.7416573867739418,7.333333333333333,4.365266951236265
farm,sent_helpful,high_neg_scale,14B,actionhist,50.0,70.71067811865476,133.33333333333334,62.36095644623236,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0
farm,sent_helpful,high_neg_scale,14B,fullhist,66.66666666666667,62.36095644623236,83.33333333333333,47.14045207910317,200.0,0.0,200.0,0.0,216.66666666666663,23.570226039551585,266.6666666666667,94.28090415820634,300.0,70.71067811865476,300.0,70.71067811865476
farm,sent_helpful,high_neg_scale,14B,summhist,66.66666666666667,62.36095644623236,150.0,70.71067811865476,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0
farm,sent_helpful,high_neg_scale,8B,actionhist,50.0,0.0,83.33333333333333,23.570226039551585,83.33333333333333,23.570226039551585,150.0,81.64965809277261,166.66666666666666,102.74023338281629,200.0,122.47448713915892,216.66666666666663,143.3720877840438,250.0,163.29931618554522
farm,sent_helpful,high_neg_scale,8B,fullhist,33.333333333333336,23.570226039551585,100.0,70.71067811865476,200.0,0.0,233.33333333333337,23.570226039551585,233.33333333333337,23.570226039551585,350.0,70.71067811865476,350.0,70.71067811865476,366.6666666666667,84.98365855987974
farm,sent_helpful,high_neg_scale,8B,summhist,50.0,0.0,66.66666666666667,23.570226039551585,166.66666666666666,47.14045207910317,216.66666666666663,23.570226039551585,216.66666666666663,23.570226039551585,216.66666666666663,23.570226039551585,216.66666666666663,23.570226039551585,216.66666666666663,23.570226039551585
farm,sent_helpful,high_scale,14B,actionhist,83.33333333333333,62.36095644623236,116.66666666666669,84.98365855987974,150.0,122.47448713915892,183.33333333333337,164.99158227686107,216.66666666666663,209.49675149960893,250.0,254.95097567963924,283.3333333333333,300.9245014211298,316.6666666666667,347.21111093332763
farm,sent_helpful,high_scale,14B,fullhist,33.333333333333336,47.14045207910317,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
farm,sent_helpful,high_scale,14B,summhist,83.33333333333333,62.36095644623236,166.66666666666666,124.72191289246472,266.6666666666667,124.72191289246472,350.0,70.71067811865476,383.3333333333333,102.74023338281629,416.6666666666667,143.3720877840438,450.0,187.0828693386971,483.3333333333333,232.13980461973537
farm,sent_helpful,high_scale,8B,actionhist,100.0,0.0,200.0,0.0,300.0,0.0,400.0,0.0,500.0,0.0,600.0,0.0,700.0,0.0,800.0,0.0
farm,sent_helpful,high_scale,8B,fullhist,33.333333333333336,47.14045207910317,133.33333333333334,47.14045207910317,266.6666666666667,23.570226039551585,300.0,70.71067811865476,333.3333333333333,117.85113019775793,366.6666666666667,164.99158227686107,400.0,212.1320343559643,433.3333333333333,259.27248643506744
farm,sent_helpful,high_scale,8B,summhist,100.0,0.0,200.0,0.0,300.0,0.0,400.0,0.0,500.0,0.0,600.0,0.0,700.0,0.0,800.0,0.0
farm,sent_helpful,low_scale,14B,actionhist,0.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.6666666666666666,0.4714045207910317,0.6666666666666666,0.4714045207910317,0.6666666666666666,0.4714045207910317,0.6666666666666666,0.4714045207910317,0.6666666666666666,0.4714045207910317,0.6666666666666666,0.4714045207910317
farm,sent_helpful,low_scale,14B,fullhist,0.3333333333333333,0.4714045207910317,1.0,0.0,2.0,0.7071067811865476,2.0,0.7071067811865476,2.0,0.7071067811865476,2.0,0.7071067811865476,2.0,0.7071067811865476,2.0,0.7071067811865476
farm,sent_helpful,low_scale,14B,summhist,0.8333333333333334,0.6236095644623235,1.5,0.7071067811865476,2.3333333333333335,1.0274023338281628,2.8333333333333335,0.4714045207910317,2.8333333333333335,0.4714045207910317,2.8333333333333335,0.4714045207910317,2.8333333333333335,0.4714045207910317,2.8333333333333335,0.4714045207910317
farm,sent_helpful,low_scale,8B,actionhist,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,5.0,0.0,6.0,0.0,7.0,0.0,8.0,0.0
farm,sent_helpful,low_scale,8B,fullhist,1.0,0.0,1.5,0.7071067811865476,1.5,0.7071067811865476,1.5,0.7071067811865476,1.5,0.7071067811865476,1.5,0.7071067811865476,1.5,0.7071067811865476,1.5,0.7071067811865476
farm,sent_helpful,low_scale,8B,summhist,0.6666666666666666,0.4714045207910317,1.3333333333333333,0.9428090415820634,2.0,1.4142135623730951,2.6666666666666665,1.8856180831641267,3.3333333333333335,2.3570226039551585,4.0,2.8284271247461903,4.666666666666667,3.299831645537222,5.333333333333333,3.7712361663282534
farm,sent_mislead,high_neg_scale,14B,actionhist,116.66666666666669,47.14045207910317,133.33333333333334,62.36095644623236,216.66666666666663,23.570226039551585,216.66666666666663,23.570226039551585,233.33333333333337,47.14045207910317,233.33333333333337,47.14045207910317,233.33333333333337,47.14045207910317,233.33333333333337,47.14045207910317
farm,sent_mislead,high_neg_scale,14B,fullhist,100.0,70.71067811865476,133.33333333333334,62.36095644623236,200.0,0.0,250.0,70.71067811865476,250.0,70.71067811865476,266.6666666666667,94.28090415820634,283.3333333333333,84.98365855987974,383.3333333333333,143.37208778404377
farm,sent_mislead,high_neg_scale,14B,summhist,100.0,70.71067811865476,133.33333333333334,62.36095644623236,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0
farm,sent_mislead,high_neg_scale,8B,actionhist,50.0,0.0,133.33333333333334,47.14045207910317,216.66666666666663,47.14045207910317,266.6666666666667,47.14045207910317,300.0,40.824829046386306,333.3333333333333,47.14045207910317,383.3333333333333,47.14045207910317,416.6666666666667,62.36095644623236
farm,sent_mislead,high_neg_scale,8B,fullhist,83.33333333333333,47.14045207910317,116.66666666666669,62.36095644623236,216.66666666666663,23.570226039551585,283.3333333333333,47.14045207910317,300.0,70.71067811865476,350.0,70.71067811865476,366.6666666666667,84.98365855987974,366.6666666666667,84.98365855987974
farm,sent_mislead,high_neg_scale,8B,summhist,50.0,0.0,116.66666666666669,62.36095644623236,200.0,40.824829046386306,266.6666666666667,47.14045207910317,283.3333333333333,62.36095644623236,316.6666666666667,84.98365855987974,333.3333333333333,102.74023338281629,350.0,122.47448713915892
farm,sent_mislead,high_scale,14B,actionhist,100.0,70.71067811865476,183.33333333333337,131.23346456686352,266.6666666666667,192.93061504650376,350.0,254.95097567963924,433.3333333333333,317.10495984067416,516.6666666666666,379.3268892247014,600.0,441.5880433163923,683.3333333333334,503.87388192769913
farm,sent_mislead,high_scale,14B,fullhist,133.33333333333334,23.570226039551585,216.66666666666663,47.14045207910317,250.0,0.0,250.0,0.0,250.0,0.0,250.0,0.0,250.0,0.0,250.0,0.0
farm,sent_mislead,high_scale,14B,summhist,150.0,0.0,233.33333333333337,62.36095644623236,350.0,81.64965809277261,433.3333333333333,143.3720877840438,483.3333333333333,205.48046676563257,533.3333333333334,271.82510717166815,583.3333333333334,339.93463423951897,633.3333333333334,408.9281382128432
farm,sent_mislead,high_scale,8B,actionhist,100.0,0.0,200.0,0.0,300.0,0.0,400.0,0.0,500.0,0.0,600.0,0.0,700.0,0.0,800.0,0.0
farm,sent_mislead,high_scale,8B,fullhist,100.0,0.0,216.66666666666663,23.570226039551585,283.3333333333333,23.570226039551585,350.0,70.71067811865476,416.6666666666667,117.85113019775793,483.3333333333333,164.99158227686107,550.0,212.1320343559643,616.6666666666666,259.27248643506744
farm,sent_mislead,high_scale,8B,summhist,116.66666666666669,23.570226039551585,233.33333333333337,47.14045207910317,350.0,70.71067811865476,466.6666666666667,94.28090415820634,583.3333333333334,117.85113019775793,700.0,141.4213562373095,816.6666666666666,164.99158227686107,933.3333333333334,188.56180831641268
farm,sent_mislead,low_scale,14B,actionhist,1.3333333333333333,0.2357022603955158,2.3333333333333335,0.6236095644623235,3.0,1.0801234497346437,3.6666666666666665,1.5456030825826172,4.333333333333333,2.0138409955990957,5.0,2.48327740429189,5.666666666666667,2.953340857778225,6.333333333333333,3.423773097362356
farm,sent_mislead,low_scale,14B,fullhist,1.3333333333333333,0.2357022603955158,2.1666666666666665,0.4714045207910317,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0
farm,sent_mislead,low_scale,14B,summhist,1.0,0.7071067811865476,1.6666666666666667,0.6236095644623235,2.5,0.816496580927726,3.1666666666666665,0.9428090415820634,3.5,1.4142135623730951,3.5,1.4142135623730951,3.5,1.4142135623730951,3.5,1.4142135623730951
farm,sent_mislead,low_scale,8B,actionhist,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,5.0,0.0,6.0,0.0,7.0,0.0,8.0,0.0
farm,sent_mislead,low_scale,8B,fullhist,1.0,0.0,2.1666666666666665,0.2357022603955158,2.8333333333333335,0.2357022603955158,3.1666666666666665,0.6236095644623235,3.5,1.0801234497346437,3.8333333333333335,1.5456030825826172,4.166666666666667,2.0138409955990957,4.5,2.48327740429189
farm,sent_mislead,low_scale,8B,summhist,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,5.0,0.0,6.0,0.0,7.0,0.0,8.0,0.0
