dataset,arm,scale,model_scale,prompt,cum_regret@0_mean,cum_regret@0_std,cum_regret@1_mean,cum_regret@1_std,cum_regret@2_mean,cum_regret@2_std,cum_regret@3_mean,cum_regret@3_std,cum_regret@4_mean,cum_regret@4_std,cum_regret@5_mean,cum_regret@5_std,cum_regret@6_mean,cum_regret@6_std,cum_regret@7_mean,cum_regret@7_std
abandit,sem_rel_helpful,high_scale,8B,fullhist,33.333333333333336,47.14045207910317,33.333333333333336,47.14045207910317,66.66666666666667,47.14045207910317,66.66666666666667,47.14045207910317,66.66666666666667,47.14045207910317,66.66666666666667,47.14045207910317,66.66666666666667,47.14045207910317,66.66666666666667,47.14045207910317
abandit,sem_rel_helpful,high_scale,8B,summhist,33.333333333333336,47.14045207910317,33.333333333333336,47.14045207910317,33.333333333333336,47.14045207910317,33.333333333333336,47.14045207910317,33.333333333333336,47.14045207910317,33.333333333333336,47.14045207910317,33.333333333333336,47.14045207910317,33.333333333333336,47.14045207910317
abandit,sem_rel_helpful,low_scale,14B,actionhist,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,4.666666666666667,0.4714045207910317,5.333333333333333,0.9428090415820634,6.0,1.4142135623730951,6.666666666666667,1.8856180831641267
abandit,sem_rel_helpful,low_scale,14B,fullhist,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
abandit,sem_rel_helpful,low_scale,14B,summhist,1.0,0.0,1.6666666666666667,0.4714045207910317,3.0,0.408248290463863,3.3333333333333335,0.6236095644623235,3.6666666666666665,1.0274023338281628,3.6666666666666665,1.0274023338281628,3.6666666666666665,1.0274023338281628,3.6666666666666665,1.0274023338281628
abandit,sem_rel_helpful,low_scale,8B,actionhist,0.3333333333333333,0.4714045207910317,0.6666666666666666,0.9428090415820634,1.0,1.4142135623730951,1.3333333333333333,1.8856180831641267,1.6666666666666667,2.357022603955158,2.0,2.8284271247461903,2.3333333333333335,3.2998316455372216,2.6666666666666665,3.7712361663282534
abandit,sem_rel_helpful,low_scale,8B,fullhist,0.3333333333333333,0.4714045207910317,0.6666666666666666,0.4714045207910317,1.1666666666666667,1.0274023338281628,1.1666666666666667,1.0274023338281628,1.1666666666666667,1.0274023338281628,1.1666666666666667,1.0274023338281628,1.1666666666666667,1.0274023338281628,1.1666666666666667,1.0274023338281628
abandit,sem_rel_helpful,low_scale,8B,summhist,0.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317
abandit,sem_rel_mislead,high_neg_scale,14B,actionhist,50.0,0.0,200.0,0.0,200.0,0.0,216.66666666666663,23.570226039551585,233.33333333333337,47.14045207910317,250.0,40.824829046386306,250.0,40.824829046386306,283.3333333333333,62.36095644623236
abandit,sem_rel_mislead,high_neg_scale,14B,fullhist,50.0,0.0,200.0,0.0,200.0,0.0,250.0,0.0,266.6666666666667,23.570226039551585,316.6666666666667,23.570226039551585,350.0,40.824829046386306,416.6666666666667,62.36095644623236
abandit,sem_rel_mislead,high_neg_scale,14B,summhist,50.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,216.66666666666663,23.570226039551585,216.66666666666663,23.570226039551585
abandit,sem_rel_mislead,high_neg_scale,8B,actionhist,83.33333333333333,47.14045207910317,200.0,0.0,216.66666666666663,23.570226039551585,250.0,0.0,266.6666666666667,23.570226039551585,316.6666666666667,23.570226039551585,366.6666666666667,23.570226039551585,400.0,40.824829046386306
abandit,sem_rel_mislead,high_neg_scale,8B,fullhist,83.33333333333333,47.14045207910317,200.0,0.0,200.0,0.0,266.6666666666667,62.36095644623236,283.3333333333333,84.98365855987974,350.0,147.19601443879745,350.0,147.19601443879745,383.3333333333333,164.9915822768611
abandit,sem_rel_mislead,high_neg_scale,8B,summhist,116.66666666666669,47.14045207910317,183.33333333333337,23.570226039551585,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0
abandit,sem_rel_mislead,high_scale,14B,actionhist,100.0,0.0,200.0,0.0,316.6666666666667,23.570226039551585,416.6666666666667,23.570226039551585,516.6666666666666,23.570226039551585,616.6666666666666,23.570226039551585,716.6666666666666,23.570226039551585,816.6666666666666,23.570226039551585
abandit,sem_rel_mislead,high_scale,14B,fullhist,100.0,0.0,250.0,0.0,350.0,0.0,450.0,0.0,550.0,0.0,650.0,0.0,750.0,0.0,850.0,0.0
abandit,sem_rel_mislead,high_scale,14B,summhist,100.0,0.0,200.0,0.0,333.3333333333333,23.570226039551585,400.0,70.71067811865476,516.6666666666666,47.14045207910317,583.3333333333334,94.28090415820634,650.0,141.4213562373095,683.3333333333334,169.96731711975949
abandit,sem_rel_mislead,high_scale,8B,actionhist,116.66666666666669,23.570226039551585,233.33333333333337,47.14045207910317,350.0,70.71067811865476,466.6666666666667,94.28090415820634,583.3333333333334,117.85113019775793,700.0,141.4213562373095,816.6666666666666,164.99158227686107,933.3333333333334,188.56180831641268
abandit,sem_rel_mislead,high_scale,8B,fullhist,133.33333333333334,23.570226039551585,250.0,40.824829046386306,366.6666666666667,62.36095644623236,500.0,70.71067811865476,616.6666666666666,94.28090415820634,750.0,108.01234497346434,866.6666666666666,131.23346456686352,983.3333333333334,154.56030825826173
abandit,sem_rel_mislead,high_scale,8B,summhist,133.33333333333334,23.570226039551585,283.3333333333333,23.570226039551585,416.6666666666667,47.14045207910317,550.0,70.71067811865476,683.3333333333334,94.28090415820634,816.6666666666666,117.85113019775793,950.0,141.4213562373095,1083.3333333333333,164.99158227686107
abandit,sem_rel_mislead,low_scale,14B,actionhist,1.0,0.0,2.0,0.0,3.0,0.0,4.166666666666667,0.2357022603955158,5.166666666666667,0.2357022603955158,6.166666666666667,0.2357022603955158,7.166666666666667,0.2357022603955158,8.166666666666666,0.2357022603955158
abandit,sem_rel_mislead,low_scale,14B,fullhist,1.0,0.0,2.5,0.0,3.5,0.0,4.5,0.0,5.5,0.0,6.666666666666667,0.2357022603955158,7.666666666666667,0.2357022603955158,8.666666666666666,0.2357022603955158
abandit,sem_rel_mislead,low_scale,14B,summhist,1.0,0.0,2.1666666666666665,0.2357022603955158,3.3333333333333335,0.2357022603955158,4.0,0.7071067811865476,5.166666666666667,0.4714045207910317,5.833333333333333,0.9428090415820634,6.5,1.4142135623730951,7.166666666666667,1.8856180831641267
abandit,sem_rel_mislead,low_scale,8B,actionhist,1.3333333333333333,0.2357022603955158,2.6666666666666665,0.4714045207910317,4.0,0.7071067811865476,5.333333333333333,0.9428090415820634,6.666666666666667,1.178511301977579,8.0,1.4142135623730951,9.333333333333334,1.649915822768611,10.666666666666666,1.8856180831641267
abandit,sem_rel_mislead,low_scale,8B,fullhist,1.1666666666666667,0.2357022603955158,2.5,0.0,3.1666666666666665,0.4714045207910317,3.8333333333333335,0.9428090415820634,4.5,1.4142135623730951,5.333333333333333,2.0138409955990957,6.0,2.48327740429189,6.666666666666667,2.953340857778225
abandit,sem_rel_mislead,low_scale,8B,summhist,1.5,0.0,3.0,0.0,4.5,0.0,6.0,0.0,7.5,0.0,9.0,0.0,10.5,0.0,12.0,0.0
abandit,sent_helpful,high_neg_scale,14B,actionhist,66.66666666666667,62.36095644623236,133.33333333333334,62.36095644623236,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0
abandit,sent_helpful,high_neg_scale,14B,fullhist,50.0,70.71067811865476,100.0,70.71067811865476,200.0,0.0,200.0,0.0,200.0,0.0,216.66666666666663,23.570226039551585,216.66666666666663,23.570226039551585,233.33333333333337,23.570226039551585
abandit,sent_helpful,high_neg_scale,14B,summhist,100.0,70.71067811865476,133.33333333333334,62.36095644623236,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0
abandit,sent_helpful,high_neg_scale,8B,actionhist,50.0,0.0,66.66666666666667,23.570226039551585,150.0,40.824829046386306,200.0,40.824829046386306,233.33333333333337,23.570226039551585,250.0,40.824829046386306,266.6666666666667,23.570226039551585,316.6666666666667,23.570226039551585
